N_unmapped	383787	383787	383787
N_multimapping	806405	806405	806405
N_noFeature	486209	8400497	8669797
N_ambiguous	1152665	29097	29229
Phatr3_J31400	2	2	0
Phatr3_J42422	166	86	80
Phatr3_J31402	0	1	0
Phatr3_J42423	96	39	57
Phatr3_J42424	1085	541	544
Phatr3_J7430	411	223	188
Phatr3_J42426	4638	2327	2349
Phatr3_EG02408	2543	1313	1273
Phatr3_J31409	5099	2618	2487
Phatr3_J42428	728	360	374
Phatr3_J42429	1611	826	804
Phatr3_EG01843	393	224	188
Phatr3_J42431	252	108	144
Phatr3_J42432	305	160	145
Phatr3_J4937	5521	2749	2774
Phatr3_J42434	4955	2536	2466
Phatr3_J9344	627	321	352
Phatr3_J8866	2322	1211	1113
Phatr3_J42437	86	45	41
Phatr3_J31420	476	262	223
Phatr3_J9252	866	412	463
Phatr3_J42439	1710	853	857
Phatr3_J31423	185	92	93
Phatr3_J42440	417	218	199
Phatr3_J42441	2513	1287	1247
Phatr3_J42442	5360	2764	2623
Phatr3_J6387	517	262	255
Phatr3_J42443	816	432	386
Phatr3_J31429	288	245	236
Phatr3_EG01838	0	82	109
Phatr3_J53929	1026	520	506
Phatr3_EG01882	1768	885	883
Phatr3_J31431	0	0	1
Phatr3_EG01820	11	160	141
Phatr3_J31432	20	147	162
Phatr3_J31433	1583	1066	1035
Phatr3_EG01782	0	264	254
Phatr3_J31434	85	46	39
Phatr3_EG02461	567	313	254
Phatr3_J31436	522	256	266
Phatr3_J31437	436	224	212
Phatr3_J42447	393	489	512
Phatr3_EG01815	589	596	601
Phatr3_J31440	2848	1511	1337
Phatr3_J17166	1153	594	559
Phatr3_J31442	302	161	141
Phatr3_J42451	96	60	36
Phatr3_J42452	565	310	255
Phatr3_EG02462	4759	2521	2238
Phatr3_EG02453	638	340	298
Phatr3_J31447	1087	540	547
Phatr3_J17172	1314	646	668
Phatr3_EG02409	1633	839	795
Phatr3_J9359	783	406	378
Phatr3_J42457	810	401	409
Phatr3_J31453	42	16	26
Phatr3_J42458	2223	1120	1104
Phatr3_J42459	498	236	262
Phatr3_J8760	497	254	243
