N_unmapped	315847	315847	315847
N_multimapping	808163	808163	808163
N_noFeature	368646	7846973	8094381
N_ambiguous	1167216	35699	35327
Phatr3_J31400	38	16	23
Phatr3_J42422	149	81	68
Phatr3_J31402	0	0	0
Phatr3_J42423	32	23	11
Phatr3_J42424	1760	892	870
Phatr3_J7430	422	225	197
Phatr3_J42426	5753	3001	2813
Phatr3_EG02408	5391	2829	2642
Phatr3_J31409	8384	4349	4038
Phatr3_J42428	701	352	356
Phatr3_J42429	1557	810	771
Phatr3_EG01843	499	246	277
Phatr3_J42431	206	114	92
Phatr3_J42432	299	151	148
Phatr3_J4937	4755	2448	2307
Phatr3_J42434	4161	2095	2134
Phatr3_J9344	926	504	490
Phatr3_J8866	2904	1473	1431
Phatr3_J42437	97	46	53
Phatr3_J31420	496	256	254
Phatr3_J9252	703	370	345
Phatr3_J42439	1118	583	535
Phatr3_J31423	169	82	87
Phatr3_J42440	323	151	172
Phatr3_J42441	2557	1281	1290
Phatr3_J42442	5972	2956	3032
Phatr3_J6387	475	209	267
Phatr3_J42443	788	403	386
Phatr3_J31429	236	227	226
Phatr3_EG01838	0	110	107
Phatr3_J53929	1091	578	513
Phatr3_EG01882	662	360	302
Phatr3_J31431	0	0	0
Phatr3_EG01820	3	130	103
Phatr3_J31432	1	101	130
Phatr3_J31433	726	489	504
Phatr3_EG01782	0	139	127
Phatr3_J31434	67	40	27
Phatr3_EG02461	501	273	228
Phatr3_J31436	768	395	373
Phatr3_J31437	579	303	276
Phatr3_J42447	274	483	478
Phatr3_EG01815	581	669	599
Phatr3_J31440	2356	1234	1122
Phatr3_J17166	1336	688	649
Phatr3_J31442	312	153	159
Phatr3_J42451	54	22	33
Phatr3_J42452	205	112	93
Phatr3_EG02462	5400	2785	2615
Phatr3_EG02453	607	281	326
Phatr3_J31447	984	460	524
Phatr3_J17172	283	148	135
Phatr3_EG02409	1719	907	815
Phatr3_J9359	844	444	400
Phatr3_J42457	1321	659	662
Phatr3_J31453	174	93	81
Phatr3_J42458	2805	1451	1354
Phatr3_J42459	691	347	344
Phatr3_J8760	485	232	253
Phatr3_J42461	247	126	123
Phatr3_J31458	236	130	106
Phatr3_EG01752	457	275	252
Phatr3_J53933	1462	773	760
Phatr3_J42464	409	202	207
Phatr3_J17184	900	448	452
Phatr3_J42466	333	168	165
Phatr3_EG02454	3743	1866	1878
Phatr3_J31465	663	330	333
Phatr3_EG02455	29	12	17
Phatr3_EG02451	419	213	206
Phatr3_J8934	461	213	248
Phatr3_J31469	346	173	173
Phatr3_EG02456	4038	2023	2015
Phatr3_J42473	374	197	177
Phatr3_J42474	183	82	101
Phatr3_J17198	2727	1759	1705
Phatr3_J31474	5601	3181	3159
Phatr3_EG02407	3818	1907	1913
Phatr3_J42479	288	149	139
Phatr3_J42481	626	329	325
Phatr3_J17199	2180	1120	1088
Phatr3_J42483	3256	1628	1628
Phatr3_J42484	718	365	353
Phatr3_J53935	5366	2641	2727
Phatr3_J9462	7236	3581	3673
Phatr3_J42487	1206	625	582
Phatr3_J31486	375	189	186
Phatr3_J42488	1238	664	591
Phatr3_J9007	486	265	238
Phatr3_J9033	1269	632	637
Phatr3_J3311	528	270	258
Phatr3_J9319	969	513	457
Phatr3_J31492	646	329	317
Phatr3_J17215	527	271	256
Phatr3_J31494	282	139	143
Phatr3_J42494	3936	4790	4528
Phatr3_EG01836	0	2592	2791
Phatr3_J42495	566	286	282
Phatr3_J42496	767	412	394
Phatr3_J42497	2697	1377	1383
Phatr3_EG01753	6	14	13
Phatr3_J42498	671	334	340
Phatr3_EG01826	791	403	393
Phatr3_J42500	767	385	382
Phatr3_J42501	1037	1084	1017
Phatr3_EG01854	0	209	204
Phatr3_EG01855	0	321	330
Phatr3_J42502	73	47	26
