N_unmapped	317108	317108	317108
N_multimapping	664476	664476	664476
N_noFeature	369738	5908208	6205652
N_ambiguous	832645	22151	21747
Phatr3_J31400	37	24	14
Phatr3_J42422	153	79	74
Phatr3_J31402	0	0	0
Phatr3_J42423	66	22	44
Phatr3_J42424	1101	585	516
Phatr3_J7430	237	108	129
Phatr3_J42426	4548	2351	2212
Phatr3_EG02408	3028	1545	1503
Phatr3_J31409	5115	2714	2404
Phatr3_J42428	201	99	103
Phatr3_J42429	1476	742	745
Phatr3_EG01843	337	184	164
Phatr3_J42431	152	74	78
Phatr3_J42432	207	114	93
Phatr3_J4937	3931	1988	1944
Phatr3_J42434	4088	2062	2071
Phatr3_J9344	818	475	389
Phatr3_J8866	2600	1279	1325
Phatr3_J42437	160	69	91
Phatr3_J31420	537	277	266
Phatr3_J9252	603	329	281
Phatr3_J42439	1331	692	640
Phatr3_J31423	233	114	121
Phatr3_J42440	218	109	109
Phatr3_J42441	1030	544	498
Phatr3_J42442	4867	2510	2373
Phatr3_J6387	471	206	265
Phatr3_J42443	521	278	243
Phatr3_J31429	198	180	177
Phatr3_EG01838	0	78	79
Phatr3_J53929	1367	667	700
Phatr3_EG01882	665	347	321
Phatr3_J31431	0	0	0
Phatr3_EG01820	8	106	112
Phatr3_J31432	14	119	105
Phatr3_J31433	1273	822	865
Phatr3_EG01782	0	202	208
Phatr3_J31434	184	97	89
Phatr3_EG02461	475	248	230
Phatr3_J31436	432	217	215
Phatr3_J31437	611	283	328
Phatr3_J42447	764	715	679
Phatr3_EG01815	580	656	554
Phatr3_J31440	1933	1001	932
Phatr3_J17166	1015	506	509
Phatr3_J31442	164	86	78
Phatr3_J42451	0	0	0
Phatr3_J42452	22	14	8
Phatr3_EG02462	4876	2568	2308
Phatr3_EG02453	429	214	215
Phatr3_J31447	1392	694	698
Phatr3_J17172	178	99	79
Phatr3_EG02409	1159	570	591
Phatr3_J9359	749	389	362
Phatr3_J42457	999	519	480
Phatr3_J31453	184	97	87
Phatr3_J42458	506	243	263
Phatr3_J42459	706	331	375
Phatr3_J8760	575	315	260
Phatr3_J42461	187	93	94
Phatr3_J31458	161	92	69
Phatr3_EG01752	183	119	83
Phatr3_J53933	1168	585	602
Phatr3_J42464	147	85	62
Phatr3_J17184	583	280	303
Phatr3_J42466	524	280	244
Phatr3_EG02454	3511	1785	1727
Phatr3_J31465	155	70	85
Phatr3_EG02455	45	28	17
Phatr3_EG02451	675	335	340
Phatr3_J8934	461	215	246
Phatr3_J31469	282	156	126
Phatr3_EG02456	2194	1112	1082
Phatr3_J42473	247	128	119
Phatr3_J42474	37	15	22
Phatr3_J17198	318	408	313
Phatr3_J31474	2095	1250	1248
Phatr3_EG02407	2068	1074	994
Phatr3_J42479	529	249	280
Phatr3_J42481	556	317	278
Phatr3_J17199	1818	961	896
Phatr3_J42483	1659	857	802
Phatr3_J42484	616	312	304
Phatr3_J53935	2978	1493	1485
Phatr3_J9462	6443	3370	3078
Phatr3_J42487	1164	606	560
Phatr3_J31486	287	148	139
Phatr3_J42488	1592	803	804
Phatr3_J9007	459	244	230
Phatr3_J9033	1252	652	600
Phatr3_J3311	572	275	297
Phatr3_J9319	642	313	329
Phatr3_J31492	471	232	239
Phatr3_J17215	296	176	120
Phatr3_J31494	25	13	12
Phatr3_J42494	2374	3046	2686
Phatr3_EG01836	0	1587	1771
Phatr3_J42495	65	30	36
Phatr3_J42496	668	360	318
Phatr3_J42497	1832	1010	854
Phatr3_EG01753	13	16	17
Phatr3_J42498	567	268	299
Phatr3_EG01826	759	396	363
Phatr3_J42500	714	305	410
Phatr3_J42501	987	990	1010
Phatr3_EG01854	0	204	187
Phatr3_EG01855	0	291	329
Phatr3_J42502	86	56	30
Phatr3_J42503	491	244	247
Phatr3_J8683	85	43	42
Phatr3_J42504	700	1227	1204
Phatr3_EG01833	0	884	847
Phatr3_J42505	1577	821	756
Phatr3_J31508	384	188	199
Phatr3_EG02200	3	3	2
Phatr3_EG02192	16419	8589	7833
Phatr3_J42507	698	356	344
Phatr3_J31511	397	213	185
Phatr3_J1598	913	478	435
Phatr3_J42510	189	110	79
Phatr3_EG01794	109	87	72
Phatr3_EG01884	0	22	27
Phatr3_J42512	1912	1404	1439
Phatr3_EG01811	0	325	318
Phatr3_EG01762	0	144	142
Phatr3_J42513	580	315	268
Phatr3_J42514	115	64	54
Phatr3_J31518	0	0	0
Phatr3_J42515	2248	1210	1039
Phatr3_J53939	2553	1355	1201
Phatr3_J24353	2367	1200	1168
Phatr3_J42518	447	223	224
Phatr3_J42519	534	270	264
Phatr3_J17226	966	506	493
Phatr3_J31525	809	438	402
Phatr3_J42521	196	91	110
Phatr3_J17228	1246	641	610
Phatr3_J42523	667	325	343
Phatr3_J31529	166	102	64
Phatr3_J24362	332	188	206
Phatr3_J6528	441	254	249
Phatr3_J17238	791	402	389
Phatr3_EG02195	0	0	0
Phatr3_EG02474	0	2	3
Phatr3_EG01778	0	0	0
Phatr3_J31535	0	0	0
Phatr3_J42527	564	295	270
Phatr3_J31537	0	1	0
Phatr3_J31539	106	56	50
Phatr3_J42528	2	1	1
Phatr3_EG01769	0	0	0
Phatr3_J42529	269	135	134
Phatr3_J42530	13	9	4
Phatr3_J42531	457	222	235
Phatr3_J31544	1216	648	637
Phatr3_J9386	4	159	145
Phatr3_EG01806	0	110	114
Phatr3_EG01807	712	340	372
Phatr3_J9180	1105	598	507
Phatr3_J42534	742	416	326
Phatr3_J42535	315	147	168
Phatr3_J9538	1564	760	804
Phatr3_EG01766	0	0	0
Phatr3_EG01776	0	0	0
Phatr3_EG01784	0	0	0
Phatr3_J42537	1	0	1
Phatr3_J51345	263	137	126
Phatr3_J42538	9	3	6
Phatr3_J42539	315	177	138
Phatr3_J9342	1303	716	669
Phatr3_J31556	1082	602	561
Phatr3_EG02412	1351	637	715
Phatr3_J31559	228	121	107
